lng,reviews,websiteUrl,bookingUrl,name,description,categories,type,facilities,lat,id,created_date,updated_date,created_by_id,created_by,is_sample
"151.95425638","[]","https://toiletmap.gov.au/facility/2054","","Groom Park","Public toilet at 104C Neil Street, South Toowoomba, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.5699463","69d27c8447fd2a47970caa21","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.96838112","[]","https://toiletmap.gov.au/facility/2059","","Lake Annand","Public toilet at 79-83 Long Street, South Toowoomba, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.57628081","69d27c8447fd2a47970caa26","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.92866952","[]","https://toiletmap.gov.au/facility/2063","","Harristown Park","Public toilet at 2A Croxley Street, Harristown, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.58015861","69d27c8447fd2a47970caa2a","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.3749164","[]","https://toiletmap.gov.au/facility/2293","","Millennium Esplanade","Public toilet at Esplanade, Tannum Sands, QLD","[""rest_area""]","rest_area","[""Toilets"",""Showers""]","-23.94642899","69d27c8447fd2a47970caa3d","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.97779176","[]","https://toiletmap.gov.au/facility/2041","","Webb Park","Public toilet at 5 Dudley Street, East Toowoomba, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.55776591","69d27c8447fd2a47970caa16","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.93357528","[]","https://toiletmap.gov.au/facility/2055","","O'Quinn Street Park","Public toilet at 16 Sixth Avenue, Harristown, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.56936191","69d27c8447fd2a47970caa22","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"145.4622849","[]","https://toiletmap.gov.au/facility/2200","","Banks Park","Public toilet at Landsborough Highway, Blackall, QLD","[""rest_area""]","rest_area","[""Toilets""]","-24.42319401","69d27c8447fd2a47970caa32","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"145.4683698","[]","https://toiletmap.gov.au/facility/2202","","Memorial Park","Public toilet at Hart Lane, Blackall, QLD","[""rest_area""]","rest_area","[""Toilets""]","-24.42601496","69d27c8447fd2a47970caa34","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.94476643","[]","https://toiletmap.gov.au/facility/2050","","Laurel Bank Park - Herries Street","Public toilet at 210 Herries Street, Toowoomba City, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.56323602","69d27c8447fd2a47970caa1d","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.94692883","[]","https://toiletmap.gov.au/facility/2053","","Clewley Park","Public toilet at 10 Pechey Street, South Toowoomba, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.57034859","69d27c8447fd2a47970caa20","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.2009682","[]","https://toiletmap.gov.au/facility/2296","","Country Women's Association (CWA) Hall","Public toilet at Bloomfield Street, Calliope, QLD","[""rest_area""]","rest_area","[""Toilets""]","-24.00577845","69d27c8447fd2a47970caa40","2026-04-05T15:15:16.188000","2026-04-05T15:15:16.188000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.93308185","[]","https://toiletmap.gov.au/facility/2039","","Newtown Park","Public toilet at 3 Pottinger Street, Newtown, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.55213024","69d27c8447fd2a47970caa15","2026-04-05T15:15:16.187000","2026-04-05T15:15:16.187000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.924407","[]","https://toiletmap.gov.au/facility/2037","","Captain Cook Oval","Public toilet at Mcgregor Street, Wilsonton, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.5469919","69d27c8447fd2a47970caa13","2026-04-05T15:15:16.187000","2026-04-05T15:15:16.187000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9273475","[]","https://toiletmap.gov.au/facility/2038","","Captain Cook Oval - Centre","Public toilet at McGregor Street,, Wilsonton, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.54762197","69d27c8447fd2a47970caa14","2026-04-05T15:15:16.187000","2026-04-05T15:15:16.187000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.95180725","[]","https://toiletmap.gov.au/facility/2036","","Martin Klein Park","Public toilet at 130-136 Jellicoe Street, North Toowoomba, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.546326","69d27c82bc07a8185ae61246","2026-04-05T15:15:14.821000","2026-04-05T15:15:14.821000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.93195641","[]","https://toiletmap.gov.au/facility/2034","","Rockville Oval","Public toilet at 226 Tor Street, Rockville, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.53681156","69d27c82bc07a8185ae61244","2026-04-05T15:15:14.821000","2026-04-05T15:15:14.821000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9621009","[]","https://toiletmap.gov.au/facility/2035","","Andrews Street Park","Public toilet at 8-14 Andrews Street, North Toowoomba, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.54407854","69d27c82bc07a8185ae61245","2026-04-05T15:15:14.821000","2026-04-05T15:15:14.821000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8359247","[]","https://toiletmap.gov.au/facility/1474","","River Road Park","Public toilet at River Road, Kingaroy, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.55160583","69d27c82bc07a8185ae6121b","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.31810363","[]","https://toiletmap.gov.au/facility/1649","","Dungeness Boatramp","Public toilet at Dungeness Road, Lucinda, QLD","[""rest_area""]","rest_area","[""Toilets""]","-18.52375196","69d27c82bc07a8185ae61230","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.6531381","[]","https://toiletmap.gov.au/facility/1472","","Apex Park","Public toilet at Roberts Street, Kumbia, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.69259478","69d27c82bc07a8185ae61219","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.54494686","[]","https://toiletmap.gov.au/facility/1605","","Joyce Harding Park","Public toilet at Moyle Street, Frenchville, QLD","[""rest_area""]","rest_area","[""Toilets""]","-23.34269265","69d27c82bc07a8185ae61222","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.78336991","[]","https://toiletmap.gov.au/facility/1473","","Stuart River Rest Area 1","Public toilet at 15 Toomeys Road, Taabinga, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.6109811","69d27c82bc07a8185ae6121a","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8396366","[]","https://toiletmap.gov.au/facility/1469","","Airport Terminal","Public toilet at Warren Truss Drive, Taabinga, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.57298992","69d27c82bc07a8185ae61216","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"149.7617786","[]","https://toiletmap.gov.au/facility/1638","","Roy Henderson Park","Public toilet at 36 Glynn Avenue, Dulacca, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.64393633","69d27c82bc07a8185ae61228","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.82062456","[]","https://toiletmap.gov.au/facility/1789","","Tingoora","Public toilet at Main Street, Tingoora, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.36321888","69d27c82bc07a8185ae61239","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.24538033","[]","https://toiletmap.gov.au/facility/1793","","Durong - South","Public toilet at 8951 Chinchilla Wondai Road, Durong, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.3955616","69d27c82bc07a8185ae6123d","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8377313","[]","https://toiletmap.gov.au/facility/1477","","Lions Park","Public toilet at Baron Street, Kingaroy, QLD","[""rest_area""]","rest_area","[""Toilets"",""Dump Point""]","-26.54626558","69d27c82bc07a8185ae6121e","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.49372354","[]","https://toiletmap.gov.au/facility/1602","","Rockhampton Ski Gardens","Public toilet at Ramsden Street, Wandal, QLD","[""rest_area""]","rest_area","[""Toilets""]","-23.36169237","69d27c82bc07a8185ae61220","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8704174","[]","https://toiletmap.gov.au/facility/1786","","Dingo Creek","Public toilet at 14063 Bunya Highway, Wondai, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.31372463","69d27c82bc07a8185ae61236","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9555759","[]","https://toiletmap.gov.au/facility/2030","","Blue Mountain Reserve","Public toilet at Gleeson Crescent, Harlaxton, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.52875679","69d27c82bc07a8185ae61240","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8161034","[]","https://toiletmap.gov.au/facility/1471","","Dalton Park","Public toilet at Bunya Highway, Wooroolin, QLD","[""rest_area""]","rest_area","[""Toilets"",""Showers""]","-26.41034054","69d27c82bc07a8185ae61218","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.13646273","[]","https://toiletmap.gov.au/facility/1640","","Progress Park","Public toilet at 19 Wambo Street, Condamine, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.92609092","69d27c82bc07a8185ae6122a","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.28433289","[]","https://toiletmap.gov.au/facility/1653","","Halifax Library","Public toilet at Ingham - Halifax - Bemerside Road, Halifax, QLD","[""rest_area""]","rest_area","[""Toilets""]","-18.58095539","69d27c82bc07a8185ae61234","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.69063759","[]","https://toiletmap.gov.au/facility/1792","","Hivesville","Public toilet at 4 Main Street, Hivesville, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.17581103","69d27c82bc07a8185ae6123c","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.853746","[]","https://toiletmap.gov.au/facility/1468","","Adermann Park","Public toilet at Ivy Street, Kingaroy, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.53733761","69d27c82bc07a8185ae61215","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.50509719","[]","https://toiletmap.gov.au/facility/1598","","Tourist Information Centre - Curtis Park","Public toilet at Bruce Highway, Allenstown, QLD","[""rest_area""]","rest_area","[""Toilets"",""Dump Point"",""Water""]","-23.39967205","69d27c82bc07a8185ae6121f","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8484254","[]","https://toiletmap.gov.au/facility/1475","","Rotary Park","Public toilet at Fisher Street, Kingaroy, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.54131704","69d27c82bc07a8185ae6121c","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"141.5926516","[]","https://toiletmap.gov.au/facility/1633","","Mungkan River","Public toilet at Wirran Street, Pormpuraaw, QLD","[""rest_area""]","rest_area","[""Toilets""]","-14.85189629","69d27c82bc07a8185ae61227","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.33454676","[]","https://toiletmap.gov.au/facility/1650","","Lions Park","Public toilet at Patterson Parade, Lucinda, QLD","[""rest_area""]","rest_area","[""Toilets"",""Water""]","-18.53038214","69d27c82bc07a8185ae61231","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.872339","[]","https://toiletmap.gov.au/facility/1787","","McKell Park","Public toilet at Haly Street, Wondai, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.31818693","69d27c82bc07a8185ae61237","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.15853678","[]","https://toiletmap.gov.au/facility/1646","","Rotary Park","Public toilet at Bruce Highway, Ingham, QLD","[""rest_area""]","rest_area","[""Toilets"",""Water""]","-18.64940944","69d27c82bc07a8185ae6122d","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.29848763","[]","https://toiletmap.gov.au/facility/1652","","Vince Corbett Park","Public toilet at 1 Leichhardt Street, Forrest Beach, QLD","[""rest_area""]","rest_area","[""Toilets"",""Showers"",""Water""]","-18.71161611","69d27c82bc07a8185ae61233","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.15946037","[]","https://toiletmap.gov.au/facility/1655","","Botanical Gardens","Public toilet at Jane Street, Ingham, QLD","[""rest_area""]","rest_area","[""Toilets"",""Water""]","-18.6515028","69d27c82bc07a8185ae61235","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9328657","[]","https://toiletmap.gov.au/facility/2031","","Wilsonton Heights Park","Public toilet at 155 Tor Street, Wilsonton Heights, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.53058594","69d27c82bc07a8185ae61241","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.1847499","[]","https://toiletmap.gov.au/facility/1643","","Anzac Park","Public toilet at Corbett Drive, Miles, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.65961223","69d27c82bc07a8185ae6122b","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.1500221","[]","https://toiletmap.gov.au/facility/1647","","Ingham Aerodrome","Public toilet at Townsville Road, Ingham, QLD","[""rest_area""]","rest_area","[""Toilets""]","-18.66401953","69d27c82bc07a8185ae6122e","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8752295","[]","https://toiletmap.gov.au/facility/1788","","Coronation Park","Public toilet at Mackenzie Street, Wondai, QLD","[""rest_area""]","rest_area","[""Toilets"",""Dump Point"",""Showers""]","-26.31712937","69d27c82bc07a8185ae61238","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.60078913","[]","https://toiletmap.gov.au/facility/1791","","Rodney Street","Public toilet at 62 Rodney Street, Proston, QLD","[""rest_area""]","rest_area","[""Toilets"",""Dump Point""]","-26.16439971","69d27c82bc07a8185ae6123b","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.84872135","[]","https://toiletmap.gov.au/facility/1476","","Apex Park","Public toilet at Fisher Street, Kingaroy, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.53183628","69d27c82bc07a8185ae6121d","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.57549148","[]","https://toiletmap.gov.au/facility/1606","","Mount Archer - Frazer Park","Public toilet at Pilbeam Drive, Mount Archer, QLD","[""rest_area""]","rest_area","[""Toilets""]","-23.33693134","69d27c82bc07a8185ae61223","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"141.6195136","[]","https://toiletmap.gov.au/facility/1629","","CDEP Office","Public toilet at Wang Minh Kartchar Street, Pormpuraaw, QLD","[""rest_area""]","rest_area","[""Toilets""]","-14.89925696","69d27c82bc07a8185ae61224","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"141.6110227","[]","https://toiletmap.gov.au/facility/1631","","Airport","Public toilet at Wirran Street, Pormpuraaw, QLD","[""rest_area""]","rest_area","[""Toilets""]","-14.89779501","69d27c82bc07a8185ae61225","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"141.6190356","[]","https://toiletmap.gov.au/facility/1632","","Chapman River","Public toilet at Pormpuraaw Street, Pormpuraaw, QLD","[""rest_area""]","rest_area","[""Toilets""]","-14.89777297","69d27c82bc07a8185ae61226","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"149.98076003","[]","https://toiletmap.gov.au/facility/1639","","Windyloo","Public toilet at 2 Wills Street, Drillham, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.64091757","69d27c82bc07a8185ae61229","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.15435758","[]","https://toiletmap.gov.au/facility/1645","","Rear Shire Office","Public toilet at Townsville Road, Ingham, QLD","[""rest_area""]","rest_area","[""Toilets"",""Water""]","-18.65127332","69d27c82bc07a8185ae6122c","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.33462797","[]","https://toiletmap.gov.au/facility/1648","","Borello Park","Public toilet at Bruce Parade, Lucinda, QLD","[""rest_area""]","rest_area","[""Toilets""]","-18.52561011","69d27c82bc07a8185ae6122f","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9120387","[]","https://toiletmap.gov.au/facility/1794","","Ficks Crossing","Public toilet at Fick's Crossing Road, Ficks Crossing, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.27433319","69d27c82bc07a8185ae6123e","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9573319","[]","https://toiletmap.gov.au/facility/2029","","Harlaxton Park","Public toilet at Doyle Street, Harlaxton, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.52489341","69d27c82bc07a8185ae6123f","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9275786","[]","https://toiletmap.gov.au/facility/2032","","Miranda Drive Park","Public toilet at Marsala Court, Wilsonton, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.52991669","69d27c82bc07a8185ae61242","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.8712276","[]","https://toiletmap.gov.au/facility/1470","","Rural Youth","Public toilet at D'Aguilar Highway, Coolabunia, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.57574827","69d27c82bc07a8185ae61217","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"150.5174671","[]","https://toiletmap.gov.au/facility/1604","","Bencke Park","Public toilet at Bridge Street, Berserker, QLD","[""rest_area""]","rest_area","[""Toilets""]","-23.37217477","69d27c82bc07a8185ae61221","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"146.30017888","[]","https://toiletmap.gov.au/facility/1651","","Forrest Beach Boat Ramp","Public toilet at She Oak & Fern Street, Forrest Beach, QLD","[""rest_area""]","rest_area","[""Toilets""]","-18.70704168","69d27c82bc07a8185ae61232","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.60010238","[]","https://toiletmap.gov.au/facility/1790","","Proston Fiveways","Public toilet at 18 Boondooma Dam Road, Proston, QLD","[""rest_area""]","rest_area","[""Toilets""]","-26.16057289","69d27c82bc07a8185ae6123a","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"151.9524151","[]","https://toiletmap.gov.au/facility/2033","","Commonwealth Oval","Public toilet at Wattle Street, Harlaxton, QLD","[""rest_area""]","rest_area","[""Toilets""]","-27.53777133","69d27c82bc07a8185ae61243","2026-04-05T15:15:14.820000","2026-04-05T15:15:14.820000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
"152.9218964","[]","https://toiletmap.gov.au/facility/335","","Poona Point","Public toilet at Boronia Drive, Poona, QLD","[""rest_area""]","rest_area","[""Toilets""]","-25.71209264","69d27b591f822ffab5a9bce0","2026-04-05T15:10:17.043000","2026-04-05T15:10:17.043000","service_8e72fe5f-c287-4dad-936f-93a3a518913d","service+8e72fe5f-c287-4dad-936f-93a3a518913d@no-reply.base44.com","false"
